0.25 0.25 0.25 0.25
yuan 0.00015 2.5e-05 0.000825 0.0003
repeatedli 0.000575 0.000375 0.000175 0.000175
consul 0.001 2.5e-05 0.000225 5e-05
700th 0.0001 0.00115 2.5e-05 2.5e-05
lima 0.0005 0.000725 5e-05 2.5e-05
fda 0.0001 2.5e-05 0.0009 0.000275
harrison 2.5e-05 0.0012 2.5e-05 5e-05
albanian 0.00105 0.0002 2.5e-05 2.5e-05
roug 0.0005 0.000475 0.000125 0.0002
sourav 0.0001 0.00115 2.5e-05 2.5e-05
hendrick 2.5e-05 0.001225 2.5e-05 2.5e-05
honeywel 2.5e-05 2.5e-05 0.000925 0.000325
redeploy 0.0012 2.5e-05 5e-05 2.5e-05
loos 0.0003 0.00045 0.00015 0.000375
embryo 0.000225 2.5e-05 5e-05 0.000975
prairi 0.00015 0.00075 7.5e-05 0.0003
ponder 0.0001 0.0004 0.000325 0.00045
accur 0.00025 0.000325 0.000125 0.000575
vessel 0.000625 2.5e-05 7.5e-05 0.00055
radiat 7.5e-05 2.5e-05 7.5e-05 0.0011
havent 0.000125 0.0004 0.00025 0.0005
judici 0.000875 0.000125 0.0001 0.000175
pharmaci 0.0001 2.5e-05 0.0007 0.00045
embryon 0.000125 5e-05 0.000125 0.000975
doubledigit 5e-05 0.00015 0.000925 0.00015
legitim 0.000375 0.00025 5e-05 0.0006
thanou 0.000125 0.0011 2.5e-05 2.5e-05
forgotten 0.0002 0.00065 0.00015 0.000275
bout 0.00015 0.000875 0.0002 5e-05
duncan 0.000275 0.00075 7.5e-05 0.000175
jenkin 0.00095 0.00025 2.5e-05 5e-05
threetim 2.5e-05 0.001175 2.5e-05 5e-05
orthodox 0.00115 5e-05 2.5e-05 5e-05
motley 5e-05 5e-05 0.00045 0.000725
lithuania 0.00045 0.000675 5e-05 0.0001
hefti 2.5e-05 0.000125 0.000825 0.0003
notifi 0.0003 0.0001 0.0003 0.000575
longstand 0.000425 0.000275 0.00025 0.000325
schroeder 0.0011 5e-05 0.0001 2.5e-05
solicit 0.000325 0.00025 0.000375 0.000325
powerbook 2.5e-05 2.5e-05 7.5e-05 0.00115
length 0.000175 0.0006 0.0001 0.0004
zoo 0.00035 2.5e-05 2.5e-05 0.000875
belichick 2.5e-05 0.0012 2.5e-05 2.5e-05
filter 7.5e-05 2.5e-05 0.000125 0.00105
barghouti 0.0012 2.5e-05 2.5e-05 2.5e-05
slalom 2.5e-05 0.0012 2.5e-05 2.5e-05
slim 0.00035 0.000375 0.000175 0.000375
weakerthanexpect 2.5e-05 2.5e-05 0.0012 2.5e-05
voluntari 0.00025 7.5e-05 0.00055 0.0004
thabo 0.0012 2.5e-05 2.5e-05 2.5e-05
outpost 0.0007 7.5e-05 5e-05 0.00045
cont 2.5e-05 0.001175 2.5e-05 5e-05
g4 5e-05 2.5e-05 7.5e-05 0.001125
ual 2.5e-05 2.5e-05 0.0012 2.5e-05
policeman 0.001125 0.0001 2.5e-05 2.5e-05
antidepress 0.000275 2.5e-05 0.000725 0.00025
riaa 2.5e-05 2.5e-05 2.5e-05 0.0012
precis 0.000175 0.0003 0.000175 0.000625
mcnabb 5e-05 0.001175 2.5e-05 2.5e-05
jumper 5e-05 0.00115 2.5e-05 5e-05
gatlin 0.0001 0.001125 2.5e-05 2.5e-05
bernabeu 7.5e-05 0.00115 2.5e-05 2.5e-05
allout 0.000675 0.00015 0.000125 0.000325
rudi 0.000125 0.001075 5e-05 2.5e-05
randolph 2.5e-05 0.001125 2.5e-05 0.0001
franci 0.0001 0.000875 0.0001 0.0002
adventur 0.00015 0.000175 7.5e-05 0.000875
credibl 0.000775 5e-05 0.00025 0.0002
complianc 0.0002 5e-05 0.000375 0.00065
knight 7.5e-05 0.000375 0.000725 0.0001
upstart 7.5e-05 0.000175 0.0004 0.000625
interoper 2.5e-05 2.5e-05 0.0001 0.001125
sw 2.5e-05 0.0012 2.5e-05 2.5e-05
eleven 0.0004 0.00045 0.000175 0.00025
shinawatra 0.0012 2.5e-05 2.5e-05 2.5e-05
fl 5e-05 0.001125 7.5e-05 2.5e-05
poorest 0.00065 5e-05 0.00055 2.5e-05
hernandez 2.5e-05 0.0012 2.5e-05 2.5e-05
clemson 2.5e-05 0.001175 2.5e-05 5e-05
blueprint 0.000375 0.00015 0.000175 0.000575
brilliant 0.000175 0.0006 0.00015 0.000325
asteroid 5e-05 2.5e-05 2.5e-05 0.00115
tmobil 2.5e-05 7.5e-05 0.00015 0.001
distract 0.00025 0.0007 0.000125 0.000175
unclear 0.0007 0.00025 0.000125 0.000175
riyadh 0.001075 5e-05 5e-05 7.5e-05
swell 0.0002 0.00015 0.00065 0.00025
bubbl 0.000275 0.000175 0.0004 0.0004
tall 0.0007 0.0002 5e-05 0.0003
immun 0.0007 0.00015 0.000175 0.000225
anastasia 2.5e-05 0.001175 2.5e-05 2.5e-05
myskina 2.5e-05 0.001175 2.5e-05 2.5e-05
hilton 0.0006 0.00025 0.00035 5e-05
sad 0.00015 0.0007 0.00015 0.00025
commut 0.000525 7.5e-05 0.00025 0.0004
cink 5e-05 0.00115 2.5e-05 2.5e-05
coincid 0.0004 0.000275 0.000125 0.00045
behalf 0.0003 0.0002 0.00035 0.0004
joke 0.000425 0.000475 0.0001 0.00025
usback 0.001175 2.5e-05 2.5e-05 2.5e-05
bulk 0.000225 0.00015 0.000275 0.0006
lara 7.5e-05 0.0011 2.5e-05 5e-05
attitud 0.0003 0.000475 0.000225 0.00025
podium 0.0002 0.001 2.5e-05 2.5e-05
sasser 5e-05 2.5e-05 2.5e-05 0.00115
mikhail 0.000225 0.00055 0.000425 5e-05
junta 0.001175 2.5e-05 2.5e-05 2.5e-05
inflict 0.000175 0.0004 0.00045 0.000225
splash 0.0001 0.000375 0.000425 0.00035
lou 7.5e-05 0.00105 7.5e-05 5e-05
fruit 0.000225 7.5e-05 0.0005 0.00045
intimid 0.0008 0.00025 7.5e-05 0.000125
keynot 0.000175 2.5e-05 0.00015 0.0009
fourday 0.0009 0.0001 0.0002 5e-05
headach 0.000175 0.000325 0.0002 0.00055
counsel 0.000325 0.000325 0.0003 0.0003
gaug 0.0002 0.0001 0.0008 0.00015
nationalist 0.00115 5e-05 2.5e-05 2.5e-05
collid 0.000625 0.0002 2.5e-05 0.0004
warrant 0.000475 0.000275 0.000225 0.000275
bobcat 2.5e-05 0.001125 2.5e-05 7.5e-05
divert 0.001075 2.5e-05 0.0001 5e-05
baton 0.00025 0.000725 0.000125 0.00015
barrett 7.5e-05 0.000325 0.000475 0.000375
conting 0.00065 0.000325 0.000225 5e-05
petrol 0.000375 2.5e-05 0.000725 0.000125
eindhoven 0.0001 0.00105 2.5e-05 7.5e-05
rev 0.00055 0.000275 0.0002 0.000225
shakeup 0.000375 0.000275 0.000475 0.000125
nike 0.0001 0.00015 0.00085 0.00015
dome 2.5e-05 0.000675 0.0001 0.00045
gerri 0.0007 0.0005 2.5e-05 2.5e-05
tariff 0.0002 2.5e-05 0.000975 5e-05
bois 5e-05 0.001025 0.00015 2.5e-05
lauren 7.5e-05 0.0009 0.000125 0.00015
gillett 2.5e-05 0.00105 0.00015 2.5e-05
ead 0.00015 2.5e-05 0.00105 2.5e-05
brisban 0.000175 0.0009 7.5e-05 0.0001
idaho 5e-05 0.0005 0.0002 0.0005
roethlisberg 2.5e-05 0.001175 2.5e-05 2.5e-05
ive 5e-05 0.0001 0.00015 0.000925
nasti 0.0002 0.00025 0.0003 0.000475
maximum 0.000275 0.000175 0.000225 0.00055
divers 0.000325 0.0004 0.0002 0.0003
flurri 0.000475 0.00015 0.00035 0.00025
hawaii 0.00015 0.0007 0.000175 0.0002
gase 0.000375 2.5e-05 7.5e-05 0.00075
insect 7.5e-05 2.5e-05 2.5e-05 0.0011
laura 0.000425 0.00045 0.0001 0.00025
primarili 0.0003 7.5e-05 0.0005 0.00035
width1 2.5e-05 2.5e-05 0.00015 0.001025
height1 2.5e-05 2.5e-05 0.00015 0.001025
border0gtlta 2.5e-05 2.5e-05 0.00015 0.001025
rejoin 0.000425 0.00075 2.5e-05 2.5e-05
bother 7.5e-05 0.0005 0.000125 0.000525
mason 0.0001 0.000875 0.0002 5e-05
sukarnoputri 0.00115 2.5e-05 2.5e-05 2.5e-05
glow 0.000125 0.000325 0.000125 0.00065
kilomet 0.00035 0.0001 7.5e-05 0.0007
doug 7.5e-05 0.0009 0.00015 0.0001
pivot 0.00055 0.00035 0.000175 0.00015
evolv 0.000125 0.00015 0.000125 0.000825
dominican 0.00055 0.000575 2.5e-05 7.5e-05
provok 0.000625 0.00015 0.000125 0.000325
summari 0.0001 0.00015 0.000125 0.00085
bounti 0.000875 2.5e-05 7.5e-05 0.00025
ub 2.5e-05 0.00015 0.000875 0.000175
slovakia 0.000175 0.00095 7.5e-05 2.5e-05
shine 0.000575 0.0003 0.0002 0.00015
hitter 7.5e-05 0.001025 2.5e-05 0.0001
embed 0.0001 2.5e-05 0.000125 0.000975
ballpark 5e-05 0.0011 2.5e-05 5e-05
erod 0.00025 5e-05 0.00055 0.000375
750 0.000125 5e-05 0.0006 0.00045
breast 0.0003 0.000325 7.5e-05 0.000525
hardi 7.5e-05 0.0001 0.001 5e-05
impend 0.00025 0.000275 0.0004 0.0003
royalti 0.00025 5e-05 0.0005 0.000425
secondround 7.5e-05 0.0011 2.5e-05 2.5e-05
passag 0.000475 0.000225 0.000175 0.00035
reclaim 0.000325 0.000425 0.0002 0.000275
lahor 0.000825 0.000325 5e-05 2.5e-05
flame 0.000375 0.000525 7.5e-05 0.00025
rous 0.000125 0.00025 0.0008 5e-05
yearago 5e-05 2.5e-05 0.001 0.00015
sail 0.00035 0.000525 5e-05 0.0003
lodg 0.00035 0.0003 0.000475 0.0001
ariz 0.000125 0.00085 7.5e-05 0.000175
50000 0.000575 0.00025 7.5e-05 0.000325
reshuffl 0.000825 2.5e-05 0.000275 0.0001
macintosh 2.5e-05 2.5e-05 0.0001 0.001075
theworld 0.000175 2.5e-05 0.0006 0.000425
defiant 0.000525 0.00045 0.000175 7.5e-05
ufj 0.0002 2.5e-05 0.000975 2.5e-05
hrefhttpwwwreuterscoukfinancequotelookupjhtmltickermsfto 2.5e-05 2.5e-05 2.5e-05 0.00115
qcatnewsgtmsftoltagt 2.5e-05 2.5e-05 2.5e-05 0.00115
purportedli 0.000875 2.5e-05 5e-05 0.000275
sinn 0.00115 2.5e-05 2.5e-05 2.5e-05
dinner 0.000325 0.00035 0.000175 0.000375
volvo 5e-05 0.00105 5e-05 7.5e-05
werder 2.5e-05 0.00115 2.5e-05 2.5e-05
wangari 0.0011 2.5e-05 2.5e-05 7.5e-05
conspir 0.000475 7.5e-05 0.000425 0.000225
biologist 7.5e-05 2.5e-05 5e-05 0.00105
amnesti 0.000925 5e-05 0.000125 0.0001
3d 5e-05 5e-05 7.5e-05 0.001025
iii 2.5e-05 0.00055 0.000175 0.00045
superb 2.5e-05 0.000925 2.5e-05 0.000225
linda 0.000175 0.000525 0.000175 0.000325
lucki 0.000175 0.0004 0.000375 0.00025
cach 0.000325 2.5e-05 2.5e-05 0.000825
analyz 0.0002 0.00015 2.5e-05 0.000825
scratch 0.000175 0.00045 0.00015 0.000425
summon 0.000375 0.000425 0.00025 0.00015
deepli 0.00055 0.0002 0.000275 0.000175
genom 2.5e-05 2.5e-05 0.000125 0.001025
onmonday 0.000375 7.5e-05 0.000425 0.000325
portugues 0.000375 0.000675 7.5e-05 7.5e-05
levi 0.000125 0.0003 0.0006 0.000175
jazeera 0.001125 2.5e-05 2.5e-05 2.5e-05
scoop 0.000125 0.000225 0.000475 0.000375
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerpsfto 2.5e-05 2.5e-05 0.001125 2.5e-05
targetstocksquickinfofullquotegtpsftoltagt 2.5e-05 2.5e-05 0.001125 2.5e-05
quinci 7.5e-05 0.00105 5e-05 2.5e-05
suburban 0.0003 0.000325 0.000225 0.00035
duel 0.000275 0.0007 5e-05 0.000175
quebec 0.0006 0.0001 0.000425 7.5e-05
rollout 2.5e-05 2.5e-05 0.0002 0.00095
merchandis 2.5e-05 0.000125 0.00095 0.0001
suburb 0.000625 0.000175 0.000175 0.000225
nonprofit 2.5e-05 2.5e-05 0.0005 0.00065
heritag 0.000175 0.000875 2.5e-05 0.000125
shame 0.00015 0.000625 0.00015 0.000275
artilleri 0.00105 2.5e-05 2.5e-05 0.0001
200000 0.00035 0.0001 0.000375 0.000375
rider 0.0001 0.000875 7.5e-05 0.00015
diamond 0.000175 0.0003 0.00045 0.000275
fatah 0.001125 2.5e-05 2.5e-05 2.5e-05
oxford 7.5e-05 0.00045 0.000175 0.0005
somewhat 0.00015 0.000325 0.000325 0.0004
shaun 7.5e-05 0.001075 2.5e-05 2.5e-05
petersburg 0.0001 0.000975 7.5e-05 5e-05
musician 0.0003 0.0001 7.5e-05 0.000725
batch 0.000175 7.5e-05 0.00035 0.0006
microchip 0.000125 2.5e-05 0.000375 0.000675
litig 7.5e-05 5e-05 0.00055 0.000525
woo 0.000325 5e-05 0.00025 0.000575
mylan 2.5e-05 2.5e-05 0.001125 2.5e-05
sosa 7.5e-05 0.001075 2.5e-05 2.5e-05
benson 5e-05 0.001025 7.5e-05 5e-05
grain 0.000125 7.5e-05 0.00065 0.00035
amit 5e-05 0.0001 2.5e-05 0.001025
arkansa 0.000125 0.00065 0.00025 0.000175
oblig 0.000425 0.00015 0.00055 7.5e-05
jd 5e-05 0.0005 0.000275 0.000375
colour 0.00015 0.000275 0.000175 0.0006
cousin 0.000475 0.000125 0.0001 0.0005
cy 5e-05 0.0011 2.5e-05 2.5e-05
finnish 0.0001 0.000275 0.00015 0.000675
coulthard 2.5e-05 0.001125 2.5e-05 2.5e-05
warren 0.00015 0.00045 0.000525 7.5e-05
cska 2.5e-05 0.001125 2.5e-05 2.5e-05
sag 0.000225 7.5e-05 0.0007 0.0002
apologis 0.0006 0.0004 7.5e-05 0.000125
lifestyl 0.000125 5e-05 0.00065 0.000375
harsh 0.000475 0.00035 0.000175 0.0002
psv 5e-05 0.0011 2.5e-05 2.5e-05
srichaphan 2.5e-05 0.001125 2.5e-05 2.5e-05
1994 0.0004 0.0004 0.000175 0.000225
da 0.00065 5e-05 0.000225 0.000275
consensu 0.000375 0.000175 0.0004 0.00025
aston 5e-05 0.001075 5e-05 2.5e-05
lexmark 2.5e-05 0.0002 0.000125 0.00085
mondavi 2.5e-05 2.5e-05 0.001125 2.5e-05
unilev 0.000125 2.5e-05 0.001025 2.5e-05
particl 7.5e-05 5e-05 2.5e-05 0.001025
childhood 0.000425 0.00025 7.5e-05 0.000425
embark 0.00025 0.000225 0.000225 0.000475
maneuv 0.0002 0.0002 0.00025 0.000525
defraud 0.00015 7.5e-05 0.0006 0.00035
ramp 0.0001 0.0001 0.000325 0.00065
sand 0.000225 0.00025 0.000225 0.000475
haa 0.0001 0.001025 2.5e-05 2.5e-05
silent 0.00035 0.000325 0.000125 0.000375
mediums 5e-05 2.5e-05 7.5e-05 0.001025
christoph 0.00025 0.000225 0.0003 0.0004
dismal 0.00015 0.00055 0.00035 0.000125
geoff 0.000575 0.00035 0.000225 2.5e-05
everybodi 0.00015 0.000775 0.00015 0.0001
falter 0.0003 0.000375 0.000425 7.5e-05
absorb 0.0001 0.000225 0.00045 0.0004
athlon 2.5e-05 2.5e-05 0.00015 0.000975
heal 0.00045 0.000425 7.5e-05 0.000225
tide 0.000175 0.00035 0.0003 0.00035
enthusiast 0.0002 0.00015 0.00015 0.000675
heninhardenn 5e-05 0.001075 2.5e-05 2.5e-05
colombo 0.0009 0.00015 5e-05 7.5e-05
jake 2.5e-05 0.001075 2.5e-05 5e-05
05 0.0001 0.00015 0.00055 0.000375
lp 2.5e-05 5e-05 0.000925 0.000175
frame 0.000325 0.0004 0.0001 0.00035
biotech 7.5e-05 2.5e-05 0.000625 0.00045
torrenti 0.000975 0.00015 2.5e-05 2.5e-05
glanc 0.0002 0.0005 0.000275 0.0002
stomach 0.0004 0.000525 0.0001 0.00015
diagnos 0.00035 0.0004 0.000175 0.00025
zdnet 2.5e-05 2.5e-05 0.0002 0.000925
milk 0.0001 7.5e-05 0.0008 0.0002
belfast 0.00095 5e-05 0.0001 7.5e-05
tyson 2.5e-05 0.000725 0.000375 5e-05
rubbl 0.000975 0.0001 2.5e-05 7.5e-05
allround 5e-05 0.001075 2.5e-05 2.5e-05
deposit 0.00015 0.0002 0.0006 0.000225
weightlift 7.5e-05 0.001025 2.5e-05 5e-05
glasgow 7.5e-05 0.0009 7.5e-05 0.000125
trek 0.000175 0.000175 5e-05 0.000775
impass 0.000725 0.0002 0.000125 0.000125
churn 0.000725 5e-05 0.000175 0.000225
walkman 2.5e-05 2.5e-05 7.5e-05 0.00105
foray 0.000175 5e-05 0.0002 0.00075
bump 0.000125 0.0005 0.000275 0.000275
dispos 0.000125 0.000275 0.00035 0.000425
antarct 5e-05 2.5e-05 2.5e-05 0.001075
ayatollah 0.0011 2.5e-05 2.5e-05 2.5e-05
stunt 0.0002 0.0001 0.000125 0.00075
1991 0.000575 0.000375 0.0001 0.000125
portray 0.000775 5e-05 0.00015 0.0002
bless 0.0003 0.000375 0.000275 0.000225
sharman 2.5e-05 2.5e-05 5e-05 0.001075
creek 7.5e-05 0.00075 0.00015 0.0002
blitz 0.000275 0.0005 0.000175 0.000225
epic 0.00015 0.00055 0.000125 0.00035
prematur 0.0004 0.00045 0.00015 0.000175
seasonopen 5e-05 0.001075 2.5e-05 2.5e-05
gogh 0.0011 2.5e-05 2.5e-05 2.5e-05
101 7.5e-05 0.00055 0.0003 0.00025
ml 2.5e-05 0.001075 2.5e-05 5e-05
aceh 0.0011 2.5e-05 2.5e-05 2.5e-05
disarma 0.0011 2.5e-05 2.5e-05 2.5e-05
baker 0.000125 0.000675 0.000275 0.0001
threepoint 7.5e-05 0.00105 2.5e-05 2.5e-05
18month 0.000175 0.000175 0.00065 0.000175
woolworth 2.5e-05 2.5e-05 0.001075 5e-05
richardson 2.5e-05 0.00085 7.5e-05 0.000225
repay 0.000125 0.00025 0.000775 2.5e-05
baron 0.000125 0.0002 0.000825 2.5e-05
14th 0.00015 0.000825 7.5e-05 0.000125
mel 0.000325 0.00025 0.000425 0.000175
middleweight 2.5e-05 0.0011 2.5e-05 2.5e-05
palestin 0.0011 2.5e-05 2.5e-05 2.5e-05
likelihood 0.000325 0.000125 0.0005 0.000225
dwight 2.5e-05 0.001075 5e-05 2.5e-05
monaco 2.5e-05 0.00095 5e-05 0.00015
malon 7.5e-05 0.00055 0.000525 2.5e-05
fc 2.5e-05 0.001075 2.5e-05 5e-05
earthlink 2.5e-05 2.5e-05 5e-05 0.001075
x43a 2.5e-05 2.5e-05 2.5e-05 0.0011
antenna 0.0001 2.5e-05 0.000125 0.000925
pennant 0.00015 0.000975 2.5e-05 2.5e-05
330 0.000325 0.0006 0.00015 0.0001
quattron 2.5e-05 2.5e-05 0.0011 2.5e-05
veto 0.0009 5e-05 0.0001 0.000125
wei 2.5e-05 0.0011 2.5e-05 2.5e-05
monkey 0.0001 0.000175 5e-05 0.000825
harbor 0.000275 0.0004 7.5e-05 0.0004
jupit 2.5e-05 2.5e-05 7.5e-05 0.001025
transmit 2.5e-05 2.5e-05 0.0002 0.0009
conservationist 0.00015 2.5e-05 2.5e-05 0.00095
79 0.00045 0.0001 0.00045 0.00015
realtim 2.5e-05 2.5e-05 5e-05 0.00105
catalog 2.5e-05 5e-05 0.000375 0.0007
200meter 0.000275 0.000825 2.5e-05 2.5e-05
georgian 0.000825 0.000125 7.5e-05 0.000125
bosnia 0.001 7.5e-05 2.5e-05 5e-05
17yearold 0.00015 0.0006 5e-05 0.00035
tick 0.000175 0.0002 0.000725 5e-05
cabrera 0.00015 0.00095 2.5e-05 2.5e-05
recordhigh 7.5e-05 2.5e-05 0.000975 7.5e-05
quotthi 0.000175 0.00035 0.0002 0.000425
breakaway 0.0009 0.000125 5e-05 7.5e-05
chess 0.000875 0.000125 5e-05 0.0001
swirl 0.000475 0.00025 0.000125 0.0003
warehous 0.0003 7.5e-05 0.0005 0.000275
grade 0.00025 0.0004 0.000175 0.000325
yorkbas 0.000175 2.5e-05 0.000775 0.000175
vatican 0.001025 2.5e-05 5e-05 5e-05
hideout 0.001075 2.5e-05 2.5e-05 2.5e-05
danish 0.0001 0.0003 0.0002 0.00055
compel 0.0002 0.0004 0.0001 0.00045
subdu 0.000225 0.000375 0.00045 0.0001
jboss 2.5e-05 2.5e-05 2.5e-05 0.001075
ofth 0.000275 0.000125 0.000225 0.000525
defus 0.000875 0.000125 0.0001 5e-05
usag 2.5e-05 2.5e-05 5e-05 0.00105
kilometr 0.0004 0.000225 5e-05 0.000475
cream 0.00015 0.0004 0.000275 0.000325
keyword 2.5e-05 2.5e-05 5e-05 0.00105
shout 0.000625 0.00035 7.5e-05 0.0001
mud 0.000875 7.5e-05 7.5e-05 0.000125
beverag 5e-05 0.0001 0.000875 0.000125
stride 0.00015 0.000525 0.000225 0.00025
hung 0.0002 0.000625 0.000175 0.00015
vaughan 7.5e-05 0.001025 2.5e-05 2.5e-05
contradict 0.000575 0.0001 0.00015 0.000325
crumbl 0.000425 0.000325 0.000225 0.000175
unlimit 0.000175 2.5e-05 0.000275 0.000675
matur 2.5e-05 0.000225 0.00025 0.00065
forb 0.0001 0.0002 0.0006 0.00025
rampant 0.000475 7.5e-05 0.000175 0.000425
ransom 0.000975 7.5e-05 2.5e-05 7.5e-05
perez 0.0001 0.0009 0.000125 2.5e-05
unearth 0.00035 0.0001 7.5e-05 0.000625
slay 0.0009 0.00015 7.5e-05 2.5e-05
shirt 0.000175 0.00065 0.0002 0.000125
retali 0.000775 2.5e-05 0.0003 5e-05
liter 0.000175 0.000375 0.0001 0.0005
nottingham 0.0002 0.000775 0.0001 7.5e-05
pavano 5e-05 0.00105 2.5e-05 2.5e-05
safeguard 0.000475 5e-05 0.000125 0.0005
gdp 0.0002 2.5e-05 0.000875 5e-05
bakar 0.001075 2.5e-05 2.5e-05 2.5e-05
exact 0.0003 0.000225 0.000175 0.00045
hamza 0.001075 2.5e-05 2.5e-05 2.5e-05
iaea 0.001075 2.5e-05 2.5e-05 2.5e-05
guillermo 0.00015 0.00095 2.5e-05 2.5e-05
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerorclo 2.5e-05 2.5e-05 0.001075 2.5e-05
targetstocksquickinfofullquotegtorcloltagt 2.5e-05 2.5e-05 0.001075 2.5e-05
delphi 2.5e-05 0.000125 0.000675 0.000325
musicmatch 2.5e-05 2.5e-05 0.000125 0.000975
sanjay 5e-05 2.5e-05 0.000675 0.0004
kellogg 7.5e-05 5e-05 0.001 2.5e-05
wmc 2.5e-05 2.5e-05 0.001075 2.5e-05
mess 0.0002 0.0004 0.000325 0.0002
confidenti 0.000375 7.5e-05 0.0003 0.000375
pin 0.000225 0.000375 0.000175 0.00035
stab 0.000725 0.00015 0.0001 0.00015
werent 0.000175 0.000475 0.000125 0.00035
iss 2.5e-05 2.5e-05 0.00015 0.000925
thu 0.0002 0.00035 0.000175 0.0004
bombard 0.00075 7.5e-05 2.5e-05 0.000275
fallout 0.000225 0.000325 0.0004 0.000175
memor 0.000125 0.000725 2.5e-05 0.00025
hotli 0.0003 0.000125 0.00025 0.00045
merchant 0.0001 2.5e-05 0.0005 0.0005
travi 7.5e-05 0.00095 5e-05 5e-05
kosta 0.00015 0.000925 2.5e-05 2.5e-05
finalist 2.5e-05 0.000975 7.5e-05 5e-05
assam 0.001025 2.5e-05 5e-05 2.5e-05
eagerli 0.0001 0.000125 0.000325 0.000575
dug 0.00065 0.00015 0.00015 0.000175
funk 0.000125 0.00085 0.000125 2.5e-05
himalayan 0.001025 2.5e-05 2.5e-05 5e-05
apiec 0.000125 0.0007 0.000175 0.000125
geograph 0.000125 0.0001 0.000275 0.000625
oak 0.0001 0.00055 0.000275 0.0002
elizabeth 0.000625 0.0002 0.000125 0.000175
mourner 0.0009 0.00015 2.5e-05 5e-05
kurdish 0.00105 2.5e-05 2.5e-05 2.5e-05
script 0.000275 0.00035 5e-05 0.00045
glove 0.0001 0.0009 5e-05 7.5e-05
lethal 0.000525 0.00015 2.5e-05 0.000425
pujol 0.0001 0.00095 2.5e-05 5e-05
dispatch 0.000525 0.000325 0.000125 0.00015
thiev 0.000475 2.5e-05 0.00025 0.000375
entitl 0.000175 0.0002 0.000275 0.000475
aapl 2.5e-05 2.5e-05 0.0002 0.000875
ing 7.5e-05 0.00025 0.0007 0.0001
saga 0.000175 0.00035 0.000525 7.5e-05
hudson 0.00015 0.00075 0.00015 7.5e-05
monster 0.000125 0.0005 0.000125 0.000375
nissan 0.000125 0.000175 0.00075 7.5e-05
canberra 0.000875 5e-05 0.00015 5e-05
cox 2.5e-05 0.000525 0.000525 5e-05
compatriot 7.5e-05 0.000975 2.5e-05 5e-05
jen 0.000175 0.00075 0.00015 5e-05
debri 0.0006 7.5e-05 7.5e-05 0.000375
properli 0.000325 0.0001 0.00035 0.00035
furnitur 0.0003 5e-05 0.0006 0.000175
rhode 0.0001 0.000575 0.0002 0.00025
anfield 7.5e-05 0.001 2.5e-05 2.5e-05
robson 2.5e-05 0.001025 5e-05 2.5e-05
olusegun 0.000975 2.5e-05 0.0001 2.5e-05
ahmad 0.000825 0.00015 0.0001 5e-05
app 2.5e-05 2.5e-05 0.0001 0.000975
tendon 2.5e-05 0.001025 2.5e-05 5e-05
millionair 0.00045 0.000275 0.000225 0.000175
unoffici 0.00035 0.00025 0.00015 0.000375
tend 0.000325 0.00015 0.000275 0.000375
lowerthanexpect 0.0001 2.5e-05 0.00085 0.00015
slot 2.5e-05 0.000325 0.000525 0.00025
jeddah 0.000825 5e-05 0.0002 5e-05
dsl 2.5e-05 2.5e-05 0.000175 0.0009
deduct 0.000125 2.5e-05 0.000925 5e-05
15th 0.0003 0.000525 0.000125 0.000175
primera 2.5e-05 0.001025 2.5e-05 5e-05
bodyguard 0.000975 0.0001 2.5e-05 2.5e-05
spinner 0.0001 0.000975 2.5e-05 2.5e-05
munch 0.000725 2.5e-05 2.5e-05 0.00035
scot 0.0002 0.0008 2.5e-05 0.0001
aeronaut 0.000125 2.5e-05 0.0005 0.000475
middlewar 2.5e-05 2.5e-05 0.00015 0.000925
edmonton 0.0004 0.000475 0.0001 0.00015
contrast 0.00025 0.00035 0.000325 0.0002
tremor 0.0006 0.000125 0.0001 0.0003
bishop 0.000625 0.000325 5e-05 0.000125
unauthor 0.000325 2.5e-05 7.5e-05 0.0007
paradorn 2.5e-05 0.00105 2.5e-05 2.5e-05
tube 0.00025 0.000125 0.000225 0.000525
centrino 2.5e-05 2.5e-05 5e-05 0.001025
capriati 0.0001 0.000975 2.5e-05 2.5e-05
mighti 0.000125 0.00055 0.000125 0.000325
meadow 7.5e-05 0.000925 5e-05 7.5e-05
donor 0.00085 2.5e-05 0.000175 7.5e-05
gutierrez 0.0001 0.0002 0.0008 2.5e-05
punt 2.5e-05 0.001025 2.5e-05 5e-05
camin 2.5e-05 0.00105 2.5e-05 2.5e-05
ati 2.5e-05 2.5e-05 0.000275 0.0008
cereal 0.0001 2.5e-05 0.000925 7.5e-05
sihanouk 0.00105 2.5e-05 2.5e-05 2.5e-05
inventor 7.5e-05 2.5e-05 0.0002 0.0008
pen 0.0001 0.00035 0.00025 0.0004
entic 0.000325 0.000175 0.0002 0.0004
flip 0.000125 0.00035 0.000175 0.00045
manner 0.000275 0.000325 0.0001 0.0004
forth 0.00035 0.00015 0.000175 0.000425
tissu 0.000275 5e-05 0.00015 0.000625
planetari 2.5e-05 2.5e-05 2.5e-05 0.001025
youll 5e-05 0.000125 0.000175 0.00075
influenza 0.000575 2.5e-05 0.000225 0.000275
obes 0.00035 5e-05 0.0002 0.0005
